1001 Carrie        Morales       10713 View Wy.           Los Angeles                   CA   90097  75   5
1096 Timothy       Harper        15058 4th St.            Shaniko                       OR   97057  45   4
1096                                                                                    OR          60   9
1097 Gary          Porter        989 Valley Wy.           Kaumakani                     HI   96747  65   3
1097                                                                                    HI          125  3
1098 Edward        Baker         9951 Cherry Blvd.        Detroit                       MI   48227  70   5
1098                                                                                    MI          115  6
1098                                                                                    MI          85   10
1099 Robin         Young         12099 Second Dr.         Knights Landing               CA   95645  110  1
1099                                                                                    CA          55   3
1099                                                                                    CA          30   5
1099                                                                                    CA          75   8
1099                                                                                    CA          100  11
1100 Christopher   Griffin       7113 Park Dr.            Fresno                        CA   93716  30   1
1100                                                                                    CA          85   1
1100                                                                                    CA          100  4
1101 Keith         Hudson        11774 Mill Wy.           Alpaugh                       CA   93201  100  1
1101                                                                                    CA          85   8
1101                                                                                    CA          110  9
1101                                                                                    CA          15   12
1103 Danielle      Wells         8941 Fourteenth St.      Canby                         CA   96015  50   4
1103                                                                                    CA          110  9
1105 Gregory       Thomas        11524 6th Wy.            Hemet                         CA   92543  115  1
1105                                                                                    CA          55   6
1105                                                                                    CA          115  11
1107 Stephen       Gonzales      5485 Hill Dr.            Torrance                      CA   90510  90   3
1108 Andrea        Brown         8058 4th Wy.             Wellpinit                     WA   99040  55   2
1108                                                                                    WA          40   8
1108                                                                                    WA          75   11
1108                                                                                    WA          80   12
1108                                                                                    WA          65   12
1109 Dennis        Cruz          10200 Jefferson Dr.      Mineral                       TX   78125  65   5
1109                                                                                    TX          15   6
1109                                                                                    TX          20   8
1109                                                                                    TX          80   10
1109                                                                                    TX          170  12
1113 Julie         Dixon         6653 9th St.             Seattle                       WA   98125  90   1
1113                                                                                    WA          110  7
1113                                                                                    WA          75   10
1113                                                                                    WA          40   11
1114 Tina          Stevens       332 Highland Wy.         Caledonia                     NY   14423  130  7
1116 Jose          Holmes        8075 Oak St.             Brookdale                     CA   95007  115  5
1116                                                                                    CA          55   6
1116                                                                                    CA          15   7
1116                                                                                    CA          35   10
1117 Jose          Arnold        12483 Adams St.          Pine Forge                    PA   19548  100  7
1117                                                                                    PA          135  8
1117                                                                                    PA          90   9
1118 Robert        Miller        13691 Hill Dr.           Steilacoom                    WA   98388  105  6
1118                                                                                    WA          45   10
1118                                                                                    WA          5    10
1118                                                                                    WA          90   11
1120 Jamie         Baker         12896 3rd Dr.            Sugarloaf                     CA   92386  105  5
1120                                                                                    CA          45   8
1120                                                                                    CA          135  10
1120                                                                                    CA          75   10
1120                                                                                    CA          80   12
1121 Keith         Lee           1814 Walnut Dr.          Pacoima                       CA   91334  65   7
1121                                                                                    CA          50   9
1121                                                                                    CA          80   12
1123 Benjamin      Myers         10008 Valley Dr.         State Line                    IN   47982  65   9
1123                                                                                    IN          35   11
1126 Dennis        Wallace       4714 12th Blvd.          Coolspring                    PA   15730  90   5
1126                                                                                    PA          50   8
1126                                                                                    PA          95   9
1126                                                                                    PA          175  10
1126                                                                                    PA          100  11
1131 Cynthia       Mitchell      3900 Madison Dr.         Houston                       TX   77041  55   5
1131                                                                                    TX          145  6
1132 Elizabeth     Richardson    6536 South St.           Cecil                         OH   45821  65   5
1132                                                                                    OH          65   10
1134 Robin         Perkins       11896 Pine St.           New York                      NY   10129  65   1
1134                                                                                    NY          45   2
1134                                                                                    NY          110  6
1134                                                                                    NY          60   11
1135 Joseph        Wilson        9330 Fifth Dr.           Gridley                       CA   95948  15   5
1135                                                                                    CA          95   12
1136 Adam          Parker        4544 Tenth Dr.           Moraga                        CA   94575  140  10
1136                                                                                    CA          115  11
1136                                                                                    CA          95   12
1137 Julie         Diaz          9794 Woodland St.        Montgomery                    AL   36111  25   8
1137                                                                                    AL          70   9
1137                                                                                    AL          40   9
1139 Kimberly      Jones         8611 Lee St.             Mountain View                 CA   94042  85   3
1139                                                                                    CA          55   6
1139                                                                                    CA          85   12
1140 Kelly         West          12093 Fifth Blvd.        Guinda                        CA   95637  20   9
1140                                                                                    CA          50   9
1141 Christine     Harris        10877 West Wy.           Coolspring                    PA   15730  115  5
1141                                                                                    PA          80   7
1141                                                                                    PA          70   8
1141                                                                                    PA          50   8
1141                                                                                    PA          55   11
1142 Jessica       Bryant        15387 7th Wy.            Latexo                        TX   75849  100  2
1144 Kevin         Ellis         10186 Taylor Wy.         Easton                        TX   75641  65   11
1144                                                                                    TX          20   12
1145 Lori          Robertson     14430 2nd Dr.            Kapolei                       HI   96707  65   5
1145                                                                                    HI          115  7
1145                                                                                    HI          45   7
1145                                                                                    HI          65   12
1147 Dennis        Cooper        11681 Taylor Dr.         San Diego                     CA   92191  25   5
1148 Jeffrey       Wright        13849 Lincoln St.        McCloud                       CA   96057  40   4
1148                                                                                    CA          50   5
1148                                                                                    CA          55   12
1150 Kelly         White         15876 1st Dr.            Sedro Woolley                 WA   98284  35   2
1150                                                                                    WA          140  2
1150                                                                                    WA          90   5
1150                                                                                    WA          105  6
1151 John          Porter        16070 Washington Dr.     Nehalem                       OR   97131  70   3
1151                                                                                    OR          60   4
1151                                                                                    OR          120  8
1151                                                                                    OR          50   11
1152 Sandra        Stephens      15397 Sixth Dr.          Pitcher                       NY   13136  10   1
1152                                                                                    NY          90   1
1153 Ronald        Griffin       8885 Sixth Dr.           Vancouver                     WA   98666  115  3
1154 Jeremy        Ramirez       14891 Oak Dr.            Bothell                       WA   98082  85   2
1154                                                                                    WA          110  7
1155 Michelle      Robinson      6921 Highland Blvd.      Fulton                        CA   95439  30   11
1155                                                                                    CA          25   12
1156 Tammy         Olson         17034 Park Wy.           Iliamna                       AK   99606  30   2
1156                                                                                    AK          95   4
1158 Carrie        Perry         14226 Ninth Wy.          Long Beach                    CA   90810  15   5
1158                                                                                    CA          90   12
1159 Justin        Simpson       16958 Taylor Wy.         Homerville                    OH   44235  70   3
1159                                                                                    OH          120  3
1159                                                                                    OH          25   8
1159                                                                                    OH          75   10
1159                                                                                    OH          105  10
1160 Cynthia       Reed          12254 Highland St.       Stratford                     CA   93266  60   1
1160                                                                                    CA          120  7
1161 Stephanie     Lane          909 4th Dr.              Bly                           OR   97622  30   6
1161                                                                                    OR          70   7
1161                                                                                    OR          125  8
1162 Larry         Robinson      8200 Washington Wy.      Steilacoom                    WA   98388  85   3
1162                                                                                    WA          90   5
1162                                                                                    WA          130  9
1162                                                                                    WA          130  10
1163 Timothy       Lane          4271 9th Blvd.           Woodland                      CA   95695  100  5
1163                                                                                    CA          65   6
1163                                                                                    CA          10   8
1163                                                                                    CA          70   11
1164 Andrew        Cox           19776 6th Ct.            Kenyon                        RI   02836  80   3
1166 Sean          Sanchez       609 Eighth St.           Richmond                      CA   94802  120  4
1166                                                                                    CA          10   10
1166                                                                                    CA          45   11
1167 Larry         Brown         2790 Fifth Dr.           Fullerton                     CA   92838  40   3
1167                                                                                    CA          10   9
1167                                                                                    CA          40   11
1167                                                                                    CA          140  12
1169 Adam          Simpson       4275 15th Dr.            Big Bear Lake                 CA   92315  95   8
1171 Kenneth       Perry         12148 Washington Dr.     Gazelle                       CA   96034  125  7
1171                                                                                    CA          50   10
1171                                                                                    CA          85   12
1172 Heather       Howard        12189 Elm Wy.            Seattle                       WA   98131  65   3
1172                                                                                    WA          60   8
1172                                                                                    WA          130  12
1173 Sean          Ramirez       9019 West St.            Tacoma                        WA   98421  20   5
1173                                                                                    WA          95   9
1173                                                                                    WA          105  11
1173                                                                                    WA          140  12
1174 Andrew        Williams      14104 Ash Wy.            Maximo                        OH   44650  50   1
1174                                                                                    OH          65   2
1174                                                                                    OH          30   5
1174                                                                                    OH          80   7
1174                                                                                    OH          90   11
1176 Andrew        Cooper        15275 6th Wy.            Stebbins                      AK   99671  85   5
1176                                                                                    AK          25   9
1179 Tina          Marshall      9989 Twelfth Blvd.       Honolulu                      HI   96804  130  1
1179                                                                                    HI          85   3
1179                                                                                    HI          100  5
1179                                                                                    HI          90   5
1181 Lori          Ruiz          12306 15th Ct.           Harper                        OR   97906  185  4
1181                                                                                    OR          30   9
1182 Lori          Collins       482 Third St.            Fruitland                     ID   83619  5    4
1182                                                                                    ID          105  5
1182                                                                                    ID          80   5
1182                                                                                    ID          80   7
1182                                                                                    ID          80   9
1183 Rebecca       Robinson      2779 Fifth Dr.           Lakeport                      CA   95453  30   2
1183                                                                                    CA          100  4
1183                                                                                    CA          35   11
1184 Kelly         Kennedy       17776 Meadow St.         Laguna Hills                  CA   92637  65   6
1184                                                                                    CA          80   11
1186 Craig         Bennett       19606 Meadow Dr.         Los Angeles                   CA   90045  20   12
1187 Karen         Nichols       6941 Valley Dr.          Anchorage                     AK   99695  50   4
1187                                                                                    AK          95   5
1187                                                                                    AK          15   7
1188 Thomas        Burns         9288 14th Wy.            Rochester                     WA   98579  30   3
1188                                                                                    WA          50   7
1188                                                                                    WA          55   11
1191 Michael       Andrews       6782 Johnson Dr.         Seattle                       WA   98131  5    2
1191                                                                                    WA          60   3
1191                                                                                    WA          60   4
1193 Stacey        Bell          2902 Cedar St.           Kentfield                     CA   94914  85   3
1193                                                                                    CA          95   5
1193                                                                                    CA          40   7
1194 Maria         Graham        17824 Broadway Dr.       Sumpter                       OR   97877  30   1
1194                                                                                    OR          100  5
1194                                                                                    OR          30   6
1194                                                                                    OR          50   11
1194                                                                                    OR          90   11
1195 Craig         Allen         3830 Jackson Wy.         Indianola                     WA   98342  65   3
1195                                                                                    WA          85   3
1195                                                                                    WA          125  7
1198 Tammy         Willis        12975 Park Wy.           Los Angeles                   CA   90012  80   2
1198                                                                                    CA          65   6
1198                                                                                    CA          55   6
1201 Tonya         Alexander     8823 College St.         Kennewick                     WA   99336  60   1
1201                                                                                    WA          115  11
1203 Shane         Jackson       15649 South Blvd.        Grandview                     WA   98930  75   1
1203                                                                                    WA          65   4
1203                                                                                    WA          65   6
1203                                                                                    WA          140  9
1204 Michelle      Clark         17455 Seventh Dr.        Beeler                        KS   67518  20   11
1207 Julie         Young         3461 Lakeview St.        Santa Barbara                 CA   93108  85   3
1207                                                                                    CA          90   5
1207                                                                                    CA          85   6
1207                                                                                    CA          45   9
1207                                                                                    CA          105  10
1208 Maria         Nichols       2889 9th Dr.             Rochester                     MI   48308  25   7
1209 Stephanie     Bailey        15952 Central St.        Toledo                        WA   98591  90   2
1209                                                                                    WA          55   7
